area,pmcid,section,section_title,own_work_section,pattern,family,level,match,has_cit,future_or_negation,sentence
A2_property,PMC11106676,TABLE,Results and Discussion > PTO calculation > Robustness analysis of IFPTML models,1,U1_spread,U,1,SDV,0,0,SDV | Model | t | v | AUROC(t/v).
A2_property,PMC9546622,METHODS,Materials and Methods > Collagen Samples.,1,E_prospective,EP,1,experimental validation,0,0,Several de novo sequences from the ColGen-GA model were selected for synthesis and experimental validation.
A4_tissue,PMC11468966,RESULTS,"Results > Hydrogel Preparation, Characterization and Stability",1,E_prospective,EP,1,close to those predicted,0,0,"The properties of the optimal hydrogel composition (OGEL) selected by INForm following Table 1 conditions, were close to those predicted, validating the obtained ANN model."
A4_tissue,PMC10070414,RESULTS,Results > Testing on spatial extrapolation for generating large spinodal structu,1,S_ood,S,1,extrapolation,0,0,"In this section, the spatial extrapolation of the as-trained CNN to modeling spinodal decomposition and thus deriving spinodal structure of large dimensions is demonstrated."
A4_tissue,PMC10070414,FIG,Results > Testing on spatial extrapolation for generating large spinodal structu,1,S_ood,S,1,extrapolation,0,0,Spatial extrapolation of the as-trained CNN to generating large spinodal structures.
A4_tissue,PMC10070414,DISCUSSION,Discussion,0,S_ood,S,1,extrapolative,0,1,"The problem can become even more serious when we predict into far future, i.e. extrapolative prediction along the time axis."
A5_autonomous,PMC12511971,ABSTRACT,Abstract,1,E_prospective,EP,1,experimentally validated,0,0,"Multiobjective Pareto optimization was subsequently used to identify conditions that maximize polymer production rate, and these conditions were experimentally validated to confirm the model accurately predicts optimal reaction conditions."
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,experimentally verified,0,0,Selected points on each Pareto front were then experimentally verified.
A5_autonomous,PMC12511971,TABLE,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental Verification,0,0,"Run 16: Comparison of Conversion Results for the Model, Linear Interpolation, and the Experimental Verification for Points Chosen from Pareto Optimization Case 1 Entry | [LLA]0/[BnOH]0/[DBU]0 | Time (s) | [DBU] (mM) | linear | KRLS | X batch | Xflow | M n,batch (kDa) | M n,flow (kDa) | Đ batch | Đ flow. 1 | 100:1:8 | 60 | 80 | 0.85 | 0.85 | 0.87 | 0.86 | 11.1 | 11.7 | 1.17 | 1.14. 2 | 100:1:8 | 90 | 80 | 0.91 | 0.94 | 0.89 | 0.91 | 12.6 | 12.7 | 1.18 | 1.17. 3 | 100:1:7.5 | 120 | 75 | 0.97 | 0.98 | 0.96 | 0.97 | 14.4 | 14.3 | 1.21 | 1.20. 4 | 100:1:7 | 120 | 70 | 0.96 | 0.98 | 0.94 | 0.95 | 14.2 | 14.1 | 1.19 | 1.19. 5 | 100:1:7 | 150 | 70 | 0.96 | 1.00 | 0.98 | 0.98 | 14.3 | 14.4 | 1.23 | 1"
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,experimental validation,0,0,This experimental validation of the model and the fact that the Pareto front in Figure comprises points not captured by the experimental sample space validate this methodology as a useful way to increase production efficiency.
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental validation,0,0,"Experimental validation in both cases matched well with equivalent batch reactions (Tables and , Figures S18 and S19)."
A5_autonomous,PMC12511971,TABLE,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental Verification,0,0,"Run 17: Comparison between Conversion Results for the Model, Linear Interpolation, and Experimental Verification for Points Chosen from Pareto Optimization Case 2 Entry | [LLA]0/ [BnOH]0/[DBU]0 | Time (s) | [DBU] (mM) | linear | KRLS | X batch | Xflow | M n,batch (kDa) | M n,flow (kDa) | Đ batch | Đ flow. 1 | 100:1:1.5 | 120 | 15 | 0.63 | 0.67 | 0.71 | 0.70 | 9.8 | 9.7 | 1.11 | 1.13. 2 | 100:1:1.5 | 180 | 15 | 0.73 | 0.85 | 0.82 | 0.83 | 12.6 | 12.7 | 1.12 | 1.20. 3 | 100:1:1.5 | 240 | 15 | 0.83 | 0.91 | 0.92 | 0.91 | 13.4 | 13.2 | 1.15 | 1.21. 4 | 100:1:1.5 | 300 | 15 | 0.86 | 0.93 | 0.95 | 0.94 | 13.7 | 13.6 | 1.20 | 1.24. 5 | 100:1:1.5 | 360 | 15 | 0.88 | 0.95 | 0.97 | 0.95 | 13.9 | 13.7 "
A5_autonomous,PMC12587402,INTRO,Introduction,0,U2_acquisition,U,2,acquisition function,1,0,"[CIT] By utilizing a probabilistic surrogate model that approximates the system’s behavior, the BO algorithm iteratively proposes new experiments based on a defined acquisition function, balancing exploitation and exploration of the design space."
A5_autonomous,PMC12587402,METHODS,Materials and Methods > Bayesian Optimization Algorithm,1,U2_gp,U,2,Gaussian process,0,0,"Each objective was modeled by an independent Gaussian process (GP) using a Matern 5/2 kernel, and the length scales and output variance were determined using maximum likelihood estimation."
A5_autonomous,PMC12587402,METHODS,Materials and Methods > Bayesian Optimization Algorithm,1,U2_gp,U,2,Kriging,1,0,"The batch size was set to five with a greedy strategy for suggesting multiple points (Kriging believer[CIT] ), the initialization consisted of 13 points, randomly sampled from a uniform distribution across the variable space."
A5_autonomous,PMC12587402,RESULTS_DISCUSSION,Results and Discussion > Sequential Experimental Design Using Bayesian Optimizat,1,U2_gp,U,2,Kriging,1,0,"To enable the parallel execution of n experiments, a greedy strategy (Kriging Believer[CIT] ) is applied, which involves retraining the model n – 1 times on fantasized results."
A5_autonomous,PMC12587402,FIG,Results and Discussion > Sequential Experimental Design Using Bayesian Optimizat,1,U2_gp,U,2,Kriging,0,0,"To enable parallel execution of n experiments, a greedy Kriging Believer strategy retrains the model n – 1 times on fantasized results."
A5_autonomous,PMC12587402,RESULTS_DISCUSSION,Results and Discussion > Correlation with High Protein Concentration Measurement,1,S_ood,S,1,extrapolating,0,1,"These findings underscore that extrapolating results from low to high protein concentrations should be approached with caution, as no single property can reliably serve as a proxy for the others."
A5_autonomous,PMC11422183,ABSTRACT,Abstract,1,E_prospective,EP,1,experimental validation,0,0,"Additionally, we develop a regression model and demonstrate its utility in predicting and analyzing the relationship between experimental parameters and hydrogel properties through experimental validation."
A5_autonomous,PMC11422183,INTRO,Introduction,0,S_group,S,1,new materials,1,0,"During the past few years, AI has been extensively employed in the development of hydrogels, including detecting, predicting and optimizing their properties, data processing and even discovering new materials for hydrogels [[CIT] ]."
A5_autonomous,PMC11422183,METHODS,Experimental section/methods > Bayesian optimization process,1,U2_acquisition,U,2,expected improvement,0,0,"Three acquisition types, expected improvement (EI), maximum probability of improvement (MPI) and lower confidence bound (LCB) were used."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"In each iteration of the Bayesian optimization, three acquisition functions are used, including the EI, MPI and LCB."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"These acquisition functions play a crucial role in the Bayesian optimization loop, iteratively guiding the exploration of the search space to efficiently locate the global optimum of the unknown objective function."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,exploration and exploitation,0,0,"Different sampling strategies strike a balance between exploration and exploitation, facilitating the efficient search for the global optimum."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"After the dataset is imported to the algorithm, the three acquisition functions respectively derive the possible position X of the component with the best properties in the parameter space based on the existing data set."
A5_autonomous,PMC11422183,CONCLUSION,Conclusion,0,E_prospective,EP,1,experimental verification,0,0,"Further experimental verification shows that the predicted properties change trend by the model aligns with the properties change trend obtained experimentally, reflecting the practicality of the machine learning model."
A5_autonomous,PMC12157168,INTRO,Introduction,0,U2_gp,U,2,Gaussian process,0,0,"Among them, the Bayesian optimization (BO) algorithm is an iterative process in which unknown system responses are modelled using Gaussian process (GP) models."
A5_autonomous,PMC12157168,INTRO,Introduction,0,U2_acquisition,U,2,acquisition function,1,0,The GP models are then used to compute an acquisition function that assesses experimental design with regard to the set objectives [[CIT] ].
A5_autonomous,PMC12157168,INTRO,Introduction,0,E_prospective,EP,1,new experimental data,0,0,This cycle of generating new experimental data and feeding these additional experimental data to the database can be repeated.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U3_calibration,U,3,calibrated uncertainties,0,0,"More specifically, it models the data already acquired in previous steps of the optimization process and provides well-calibrated uncertainties for every prediction, which is crucial for the exploration strategy (choosing which areas to explore to improve model performance)."
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,0,0,The second major design decision for BO is the choice of an acquisition function.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,1,1,"The ideal acquisition function should balance exploration against exploitation; that is, suggesting experiments that would improve the model accuracy versus experiments with high probability of finding an optimum based on the GP model’s optimal result predictions [[CIT] ]."
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition functions,0,0,There exist different acquisition functions.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_probabilistic,U,2,posterior variance,0,0,where κ 0 is an exploration-exploitation tradeoff parameter where lower κ is accompanied by BO favoring exploitation with function value near mean μ(x′) and higher κ favors exploration where uncertainty (or the posterior variance) is higher.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,exploration-exploitation,0,0,where κ 0 is an exploration-exploitation tradeoff parameter where lower κ is accompanied by BO favoring exploitation with function value near mean μ(x′) and higher κ favors exploration where uncertainty (or the posterior variance) is higher.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,0,0,"As such, the acquisition function suggests optimal settings for the next experiment."
A5_autonomous,PMC12157168,METHODS,Materials and methods > ML model generation and validation,1,E_prospective,EP,1,never used in model,0,0,The final model was validated using the holdout method by comparing prediction data against a test dataset comprising of experimental data never used in model generation (S2 and S3 Table).
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 1: Model training from existing historical data to get the first-generation model | 107 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.14 ± 0.02R2 = 0.87.
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 2: Increase data set to improve predictions’ accuracy | 128 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.15 ± 0.04R2 = 0.9.
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 4: Reiteration of suggested experiments to improve prediction accuracy | 156 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.13 ± 0.02R2 = 0.91.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,The model cross-validation shows R2 = 0.87 and RMSE = 0.14 ± 0.02.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U2_acquisition,U,2,exploration and exploitation,0,0,"In step 2, 10 experiments suggested by the Bayesian optimizer using a balanced optimization strategy (mixing the exploration and exploitation strategies) were conducted and generated 21 data points."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,"Out of 19 features (or excipients), 9 were impactful, and the model of the 9 FOI was generated, further improving R2 value from 0.90 to 0.91, and narrowing RMSE from 0.15 ± 0.04 to 0.15 ± 0.02."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U2_acquisition,U,2,exploration-exploitation,0,0,"In step 4, ChemAssistant® suggested 5 experiments using a balanced exploration-exploitation strategy by BO algorithm and 10 additional data points were generated."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 4 model showed an improvement in RMSE from 0.15 ± 0.02 to 0.13 ± 0.02.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,"The final model generated from 202 datapoints, showed an improved model performance with an increase of R2 value from 0.91 to 0.93 and a decrease of RMSE from 0.13 ± 0.02 to 0.12 ± 0.01."
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Full Model | 156 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.13 ± 0.02R2 = 0.91.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model validat,1,E_prospective,EP,1,new experimental data points,0,0,"The model was tested by using a test set, consisting of 22 new experimental data points that were never used in any steps of model development."
A5_autonomous,PMC12157168,RESULTS,Results > Model predicting Tg’ of a complex virus B formulation in case study 2,1,U1_spread,U,1,±,0,0,"The best selected model for this case was an XGBoost model, which demonstrated good cross-validation metrics: RMSE = 1.17 ± 0.17, R² = 0.75."
A5_autonomous,PMC12157168,DISCUSSION,Discussion > Model generation and optimization for case 1,0,U1_spread,U,1,±,0,0,"These models achieved R2 values ranging from 0.87 to 0.93, and RMSE values from 0.14 ± 0.02 to 0.12 ± 0.01."
A5_autonomous,PMC12590431,ABSTRACT,Abstract,1,U2_gp,U,2,Gaussian process,0,0,"To address this gap, an integrated approach combining active learning (AL) based Gaussian process regression (GPR) with finite element (FE) modelling was developed to systematically explore the compaction parameter space and identify optimal process conditions."
A5_autonomous,PMC12590431,ABSTRACT,Abstract,1,U2_gp,U,2,Gaussian process,0,0,"This study demonstrated the potential of hybrid data-driven and first-principles modelling approaches as a robust strategy for optimising probiotic tabletting processes and accelerating pharmaceutical development.Keywords: Active learning, Finite element method, Gaussian process regression, Probiotic, Tabletting"
A5_autonomous,PMC12590431,INTRO,Introduction,0,U2_uq,U,2,prediction uncertainty,0,0,"This integrated approach iteratively improves the model performance by identifying new data points with the highest prediction uncertainty for further FE simulation, thereby efficiently refining the model's predictive capability regarding probiotic survival rate."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling,1,U2_gp,U,2,Gaussian process,0,0,This section provides a detailed description of the AL-based Gaussian process regression (GPR) approach.
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_uq,U,2,uncertainty of model,1,0,"One of the most commonly used criteria for selecting data points is the reduction of maximum uncertainty of model predictions ([CIT] ), which is usually measured using the standard deviation."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_acquisition,U,2,acquisition function,1,0,"At each iteration of AL, the trained surrogate model was used to predict the standard deviation of probiotic survival rates, enabling the selection of a new data point with the highest uncertainty using a maximum standard deviation acquisition function ([CIT] )."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_probabilistic,U,2,posterior distribution,0,0,"The new data point was computed using the FE model and subsequently added to the training dataset to retrain the surrogate model, aiming to refine its posterior distribution."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,0,0,The GPR model was specifically chosen in this study due to its ability to handle small datasets and capture complex nonlinear relationships.
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_uq,U,2,uncertainty quantification,0,0,"Additionally, it provides uncertainty quantification, which can seamlessly integrate with AL."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,1,0,A GPR model can be specified by a mean function and a kernel function ([CIT] ):
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,1,0,"The kernel function is a key component of the GPR model, which serves as a measure of similarity between data points ([CIT] )."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,0,0,"The choice of kernel function directly affects the performance of the GPR model, including both fitting capability and smoothness of the model prediction."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_acquisition,U,2,expected improvement,1,0,"Each BO run involved 30 iterations using the expected improvement plus (EI+) method, an enhanced expected improvement (EI) acquisition function ([CIT] ) that can avoid a local objective function minimum, to identify the optimal parameter set and ensure efficient model tuning."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Optimal process identific,1,U2_gp,U,2,GPR,0,0,"To identify the potential parameter combinations that maximise the probiotic survival rate, the trained GPR model was used to predict survival rates across the design space."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Optimal process identific,1,U2_uq,U,2,prediction uncertainty,0,0,"To account for prediction uncertainty and identify a high-survival region rather than a single point, candidate points with predicted mean values within 99 % of the maximum were selected as the potential optimal region."
A5_autonomous,PMC12590431,METHODS,Experimental validation > Tablet preparation,1,U2_gp,U,2,GPR,0,0,The survival rates of probiotic tablets compressed under varying precompression pressures (0–208 MPa) were compared against the GPR model predictions.
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion,1,U2_gp,U,2,GPR,0,0,"This section first presents an overview of the dataset used for GPR model training, describing its structure and key features."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Dataset overview,1,U2_uq,U,2,prediction uncertainty,0,0,"In addition, it is evident that AL tends to allocate more sampling points near the boundaries of the parameter space for all variables, reflecting the higher prediction uncertainty in these regions."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Dataset overview,1,U2_gp,U,2,GPR,0,0,"Furthermore, the initial GPR model was trained on the Sobol points (blue open circles), and during the subsequent AL process, the queried points (red solid circles) were mostly located away from these initial samples."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Dataset overview,1,U2_uq,U,2,prediction uncertainty,0,0,"Since the essence of AL is to query points with the highest prediction uncertainty, the AL points naturally avoid regions surrounding the Sobol points."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Dataset overview,1,U2_uq,U,2,prediction uncertainty,0,0,"This is because the model exhibited high prediction uncertainty in those regions, leading the AL algorithm to preferentially select multiple points within these regions to gradually reduce the uncertainty."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model development,1,U2_gp,U,2,GPR,0,0,Fig. 3 illustrates the trends of RMSE and R2 across different iterations of the GPR models during AL.
A5_autonomous,PMC12590431,FIG,Results and discussion > GPR model development,1,U2_gp,U,2,GPR,0,0,Performance of GPR models across different iterations.
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,1,0,"In this section, the AL-based GPR model developed in this study was used to predict probiotic survival rate for various main compression pressures (with experimental data reported in ([CIT] )) and precompression pressures."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,"The probiotic survival rate under various main compression pressures at a fixed compression speed was experimentally measured and compared with the predictions generated by the GPR model, as shown in Fig. 4."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,"Overall, however, the GPR-predicted values are in good agreement with the experimental results, accurately capturing the overall trend of decreasing survival rate with increasing compression pressure."
A5_autonomous,PMC12590431,FIG,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,Comparison of experimental survival rate and GPR predictions across varying main compression pressures under a fixed main compression speed (180 mm/min).
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,1,It should also be noted that a noticeable deviation was observed between the GPR model predictions and experimental results at higher precompression pressures.
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,"This discrepancy arises because the GPR model primarily improves global uncertainty, and capturing variations in specific regions requires additional iterations to be fully resolved."
A5_autonomous,PMC12590431,FIG,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,Comparison of experimental survival rate (n = 6) and GPR predictions across varying precompression pressures under a fixed main compression pressure (208 MPa) and compression speed (180 mm/min).
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,"In general, the GPR model demonstrates a strong ability to accurately capture the variation in probiotic survival rate across different compaction conditions."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > GPR model validation,1,U2_gp,U,2,GPR,0,0,"Nonetheless, the optimal conditions identified by experiments fall within the range predicted by the GPR model, with only minor differences."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Design space,1,U2_gp,U,2,GPR,0,0,"Fig. 6 illustrates the potential optimal regions for probiotic survival in three-dimensional compaction parameter space, as predicted by the trained GPR model."
A5_autonomous,PMC12590431,TABLE,Results and discussion > Design space,1,U2_gp,U,2,GPR,0,0,"Case | GPR survival rate(%, mean ± SD) | Experimental survival rate(%, mean ± SD). 6 (Optimal) | 100 ± 9.6 | 100.4 ± 12.8. 7 (Optimal) | 100 ± 9.8 | 99.5 ± 13.8."
A5_autonomous,PMC12590431,RESULTS_DISCUSSION,Results and discussion > Design space,1,U2_gp,U,2,GPR,0,0,"Nevertheless, the AL-driven GPR model proposed herein has been thoroughly validated, demonstrating its effectiveness."
A5_autonomous,PMC12590431,CONCLUSION,Conclusions,0,U2_gp,U,2,Gaussian process,0,0,A hybrid model integrating an AL-based Gaussian process regression model with FE modelling was developed to predict the survival rate of probiotics during tabletting.
A5_autonomous,PMC12590431,CONCLUSION,Conclusions,0,U2_gp,U,2,GPR,0,0,"The GPR model was initially trained on a small dataset of simulated probiotic survival rates under a range of tabletting conditions (compression speed, precompression pressure and main compression pressure)."
A5_autonomous,PMC12590431,CONCLUSION,Conclusions,0,U2_gp,U,2,GPR,0,0,"Through the AL framework, additional data points were iteratively selected for further FE simulations of probiotic viability to refine the GPR model by reducing the maximum uncertainty of its predictions at each iteration."
