area,pmcid,section,section_title,own_work_section,pattern,family,level,match,has_cit,future_or_negation,sentence
A1_imaging,PMC8665348,RESULTS,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,transfer learning,0,0,A similar trend was observed that transfer learning outperformed new training when the training set size was relatively small.
A1_imaging,PMC8665348,RESULTS,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,transfer learning,0,0,"Especially for transfer learning from 200 × magnification to 100 × magnification, near 5000 images were saved through the transfer approach (Fig. 4D)."
A1_imaging,PMC8665348,RESULTS,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,transfer learning,0,0,"Thus, transfer learning is worth trying when the data amount is relatively limited."
A1_imaging,PMC8665348,FIG,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,transfer learning,0,0,Accuracy and AUC as a function of the training set size (number of training images) through transfer learning or new training.
A1_imaging,PMC8665348,FIG,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,Transfer learning,0,0,(C) Transfer learning of models from images of 100 × magnification to 200 × magnification.
A1_imaging,PMC8665348,FIG,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,Transfer learning,0,0,(D) Transfer learning of models from images of 200 × magnification to 100 × magnification. “No transfer” represented that the training was started from a randomly initialized model on the target dataset.
A1_imaging,PMC8665348,FIG,Results > Transfer learning of the SDCNN model,1,S_robust,S,1,transfer learning,0,0,The gray dotted lines with arrows illustrated the approximate data amount saved through transfer learning to reach the same accuracy.
A1_imaging,PMC8665348,DISCUSSION,Discussion and conclusion,0,S_robust,S,1,transfer learning,0,0,The time is even shorter for transfer learning with fewer images.
A1_imaging,PMC8665348,DISCUSSION,Discussion and conclusion,0,S_robust,S,1,adversarial,1,0,"If even higher authenticity of images is required, the ResUNet model may also be integrated into generative adversarial networks (GANs) as a generator like the existing studies of virtual image generation [[CIT] ]."
A1_imaging,PMC8665348,METHODS,Materials and methods > Characterization and deep learning models,1,S_robust,S,1,transfer learning,0,0,"For the fine-tuning in transfer learning experiments, the initial learning rate was set as 0.0002 and decreased to 0.0001 after 25 epochs."
A1_imaging,PMC8665348,METHODS,Materials and methods > Characterization and deep learning models,1,S_robust,S,1,transfer learning,0,0,"For clarity, in the initial training of the transfer learning process, all images in one dataset (e.g., the EC dataset containing 7560 images) were used for training."
A1_imaging,PMC8665348,METHODS,Materials and methods > Characterization and deep learning models,1,E_external,E,1,other datasets,0,0,"Then the trained model was fine-tuned on other datasets using different ratios of the dataset (e.g., 1/2, 1/4, 1/8, and 1/16 of the SMC dataset containing 3780 images) to observe the efficiency of model transfer."
A1_imaging,PMC12796348,RESULTS,Results > Deep learning (DL) algorithm for fast and accurate particle analysis,1,S_robust,S,1,robustness to,0,0,"Our DL model, trained on raw diffraction images collected from multiple No. 1 coverslips as substrates (manufacturing tolerance ±5–20 µm), achieved consistently high performance in particle detection ( ~ 99%) and code classification ( ~ 94%), indicating robustness to modest height variations."
A1_imaging,PMC12796348,RESULTS,Results > Deep learning (DL) algorithm for fast and accurate particle analysis,1,S_robust,S,1,robust to,0,0,"Together, these results demonstrate that MIDAS is robust to the range of z-position variations expected under our assay conditions."
A1_imaging,PMC12796348,RESULTS,Results > Deep learning (DL) algorithm for fast and accurate particle analysis,1,U3_calibration,U,3,calibration curve,0,0,This intensity is then referenced against a calibration curve to determine the expression level of the corresponding target biomarker.
A1_imaging,PMC12796348,FIG,Results > MIDAS validation,1,U1_spread,U,1,±,0,0,Data represent mean ± s.d. from two-three repeated tests. a.u. arbitrary unit.
A1_imaging,PMC12796348,METHODS,Methods > Deep learning algorithms > Computational methods,1,U3_calibration,U,3,calibration curve,0,0,"Lastly, the algorithm computes the average pixel intensity inside a small area surrounding the detected particle, and this intensity is referenced against a calibration curve to determine target analyte concentration within the particle."
A1_imaging,PMC12796348,METHODS,Methods > Deep learning algorithms > Color/Concentration Readout,1,U3_calibration,U,3,calibration curves,0,0,The average pixel intensity of stained particles is proportional to the concentration of target biomarkers in the samples through a series of calibration curves (protein targets shown in Fig. 4).
A1_imaging,PMC12796348,METHODS,Methods > Deep learning algorithms > Color/Concentration Readout,1,U3_calibration,U,3,calibration curve,0,0,Each pixel intensity is mapped back to the calibration curve to determine the protein concentration for each particle.
A2_property,PMC11106676,ABSTRACT,Abstract,1,S_robust,S,1,perturbation,0,0,"In this work, the IFPTML technique, which combines information fusion (IF), perturbation theory (PT), and machine learning (ML), was employed to address this challenge."
A2_property,PMC11106676,INTRO,Introduction,0,S_robust,S,1,perturbation,1,0,"As a new strategy to tackle this problem, González-Díaz et al. have developed IFPTML, a multioutput, and input-coded multilabel ML method, which stands for information fusion (IF) + perturbation theory (PT) + machine learning (ML) algorithm [[CIT] ]."
A2_property,PMC11106676,FIG,Results and Discussion,1,S_robust,S,1,perturbation,0,0,Steps 2.1 and 2.2: data collection (ChEMBL dataset of NDDs and NP cytotoxicity dataset); step 2.3: data pre-processing and information fusion (NP and NDD assays); step 2.4: definition of objective and reference functions; step 2.5: calculation of the perturbation theory operator (PTO).
A2_property,PMC11106676,RESULTS_DISCUSSION,Results and Discussion > Definition of objective and reference functions > IF ph,1,S_robust,S,1,perturbations,0,0,"Afterwards, this model includes the effect of different deviations (perturbations) of the query function from the reference function."
A2_property,PMC11106676,RESULTS_DISCUSSION,Results and Discussion > PTO calculation > PT data preprocessing,1,S_robust,S,1,perturbations,0,0,The PT model begins with the expected value of a well-known activity and adds the effect of different perturbations/variations to the system.
A2_property,PMC11106676,TABLE,Results and Discussion > PTO calculation > IFPTML-LDA for N2D3S simulation,1,E_prospective,EP,1,experimentally tested,0,0,IFPTML analysis of experimentally tested N2D3S compounds.
A2_property,PMC9546622,RESULTS,Results,1,S_robust,S,1,drift,0,0,"The cross-over and mutation rate are optimized to ensure that there is sufficient sampling of solutions, which prevents genetic drift while not leading to a loss of good solutions."
A2_property,PMC9546622,METHODS,Materials and Methods > Collagen Samples.,1,E_prospective,EP,1,experimental validation,0,0,Several de novo sequences from the ColGen-GA model were selected for synthesis and experimental validation.
A2_property,PMC11165469,ABSTRACT,Abstract,1,S_robust,S,1,adversarial,0,0,"Generative adversarial network (GAN) is then trained to characterize the relationship between stress or displacement field, and meta‐fiber distribution."
A2_property,PMC11165469,INTRO,Introduction,0,S_robust,S,1,adversarial,0,0,"Many types of DL methods have been employed in solid mechanics, such as U‐Net neural‐network, convolutional neural network (CNN), and generative adversarial network (GAN)."
A2_property,PMC11165469,METHODS,Methodology > Generative Adversarial Network,1,S_robust,S,1,adversarial,0,0,The generation and discrimination abilities of GAN is improved by the round‐and‐round generative and adversarial processes.
A3_sensors,PMC11377509,METHODS,Material and method > Machine learning-based prediction of tumor grade using ele,1,S_robust,S,1,robustness against,0,0,"A variety of ML models have been explored for their effectiveness in predicting tumor presence, and grades, including Ensemble Methods such as Random Forest, XGBoost, and LightGBM, were known for their robustness against overfitting and ability to handle complex datasets, as well as Artificial Neural Networks (ANN), which were employed for their superior pattern recognition capabilities to model complex interactions within the electrochemical data."
A3_sensors,PMC11377509,METHODS,Material and method > Machine learning-based prediction of tumor grade using ele,1,S_group,S,1,leave-one-out,0,0,"A leave-one-out cross-validation strategy was employed to train the models, ensuring their generalizability of the models and mitigating overfitting."
A3_sensors,PMC10407620,INTRO,Introduction,0,E_prospective,EP,1,prepared and characterized,1,0,Xu et al.[CIT] presented a nano-enzymatic sensor based on ML and MWCNTs/GO/dendritic silver nanoparticles (AgNPs) prepared and characterized by voltammetry for the determination of benzoyl (BN) residues in tea and cucumber samples.
A3_sensors,PMC12499495,FIG,Results > Sensor Array for Remote Cervical Spine Monitoring,1,U3_calibration,U,3,Calibration curve,0,0,"a) Schematic diagram of three typical movements of the human cervical spine, including twisting to the left, twisting to the right, and bending forward. b) Optical images of the sensor array attached to the cervical spine for monitoring cervical spine conditions. c) PCB of the wireless monitoring system for communicating with a laptop and signal processing. d) Block diagrams of the system. e) Resistance changes and the calculated angles from the sensors when the user bends their cervical spine at different amplitudes. f) Calibration curve for calculating the bending angles. g) Calculated angles based on the calibration curve and output signals of the sensor array during three kinds of cervic"
A3_sensors,PMC12499495,RESULTS,Results > Sensor Array for Remote Cervical Spine Monitoring,1,U3_calibration,U,3,calibration curve,0,0,"To validate the feasibility, we qualitatively analyzed the three motion modes by our sensor array, simultaneously recorded the angle change of the cervical spine by placing an angulometer right in the middle position, and then obtained the calibration curve for angle prediction."
A3_sensors,PMC12499495,RESULTS,Results > Sensor Array for Remote Cervical Spine Monitoring,1,U3_calibration,U,3,calibration curve,0,0,"By correlating the bending angles and electrical signal variation, we can get the calibration curve for calculating the bending angles (Figure 6f)."
A3_sensors,PMC12499495,RESULTS,Results > Sensor Array for Remote Cervical Spine Monitoring,1,U3_calibration,U,3,calibration curves,0,0,"Based on the calibration curves and the resistance changes recorded from our sensor array, real‐time continuous bending and rotation angles can be calculated to monitor the cervical spine conditions and digitally mimic the clinical assessment of cervical spine movements, as shown in Figure 6g."
A3_sensors,PMC11348057,RESULTS_DISCUSSION,Results and Discussion,1,S_robust,S,1,aging,0,1,"Furthermore, the characteristic peaks (contraction peak (P1) and reflection wave (P2)) could be observed, and the radial enhancement index (AI r = P2/P1) could be calculated, which is one of the important reference indicators to reflect arteriosclerosis and vascular aging for predicting potential cardiovascular diseases risk."
A4_tissue,PMC11468966,TABLE,Experimental Section > Hydrogel Development and Preparation,1,U1_spread,U,1,standard deviation,0,0,Random seed = 10 000 | Mutation standard deviation = 0.1.  | Random seed = 1.
A4_tissue,PMC11468966,METHODS,Experimental Section > Hydrogel Characterization > Protein Release,1,U3_calibration,U,3,calibration curves,0,0,"Absorbance was measured using a FLUOstar OPTIMA plate reader (BMG Labtech, Germany) and the percentage of BSA released at 5 min was calculated using adequate controls and validated calibration curves."
A4_tissue,PMC11085928,INTRO,1. Introduction,0,S_robust,S,1,ageing,0,0,"The demand for these materials is rising due to an ageing population, increased risks of developing senile diseases, and the spread of such civilisational diseases as diabetes mellitus, osteoporosis, and cardiovascular diseases."
A4_tissue,PMC10070414,RESULTS,Results > Testing on spatial extrapolation for generating large spinodal structu,1,S_ood,S,1,extrapolation,0,0,"In this section, the spatial extrapolation of the as-trained CNN to modeling spinodal decomposition and thus deriving spinodal structure of large dimensions is demonstrated."
A4_tissue,PMC10070414,FIG,Results > Testing on spatial extrapolation for generating large spinodal structu,1,S_ood,S,1,extrapolation,0,0,Spatial extrapolation of the as-trained CNN to generating large spinodal structures.
A4_tissue,PMC10070414,DISCUSSION,Discussion,0,S_ood,S,1,extrapolative,0,1,"The problem can become even more serious when we predict into far future, i.e. extrapolative prediction along the time axis."
A4_tissue,PMC11170757,INTRO,Introduction,0,U1_spread,U,1,SEM,1,0,"EasyOCR is a Python-based PyTorch library that uses a deep learning algorithm, resulting in great text recognition accuracy.[CIT] (iv) Finally, all the discernible pores and windows in the SEM images of the seven experimental groups were measured both manually and with Pore D2."
A5_autonomous,PMC12511971,ABSTRACT,Abstract,1,E_prospective,EP,1,experimentally validated,0,0,"Multiobjective Pareto optimization was subsequently used to identify conditions that maximize polymer production rate, and these conditions were experimentally validated to confirm the model accurately predicts optimal reaction conditions."
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Mapping a Reaction Space,1,U1_spread,U,1,standard deviation,0,0,Repeated experiments allowed the determination of reproducibility in terms of conversions (standard deviation of 0.02) and experimental M n values (standard deviation of 0.52 kDa).
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,experimentally verified,0,0,Selected points on each Pareto front were then experimentally verified.
A5_autonomous,PMC12511971,TABLE,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental Verification,0,0,"Run 16: Comparison of Conversion Results for the Model, Linear Interpolation, and the Experimental Verification for Points Chosen from Pareto Optimization Case 1 Entry | [LLA]0/[BnOH]0/[DBU]0 | Time (s) | [DBU] (mM) | linear | KRLS | X batch | Xflow | M n,batch (kDa) | M n,flow (kDa) | Đ batch | Đ flow. 1 | 100:1:8 | 60 | 80 | 0.85 | 0.85 | 0.87 | 0.86 | 11.1 | 11.7 | 1.17 | 1.14. 2 | 100:1:8 | 90 | 80 | 0.91 | 0.94 | 0.89 | 0.91 | 12.6 | 12.7 | 1.18 | 1.17. 3 | 100:1:7.5 | 120 | 75 | 0.97 | 0.98 | 0.96 | 0.97 | 14.4 | 14.3 | 1.21 | 1.20. 4 | 100:1:7 | 120 | 70 | 0.96 | 0.98 | 0.94 | 0.95 | 14.2 | 14.1 | 1.19 | 1.19. 5 | 100:1:7 | 150 | 70 | 0.96 | 1.00 | 0.98 | 0.98 | 14.3 | 14.4 | 1.23 | 1"
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,experimental validation,0,0,This experimental validation of the model and the fact that the Pareto front in Figure comprises points not captured by the experimental sample space validate this methodology as a useful way to increase production efficiency.
A5_autonomous,PMC12511971,RESULTS_DISCUSSION,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental validation,0,0,"Experimental validation in both cases matched well with equivalent batch reactions (Tables and , Figures S18 and S19)."
A5_autonomous,PMC12511971,TABLE,Results and Discussion > Experimental Validation,1,E_prospective,EP,1,Experimental Verification,0,0,"Run 17: Comparison between Conversion Results for the Model, Linear Interpolation, and Experimental Verification for Points Chosen from Pareto Optimization Case 2 Entry | [LLA]0/ [BnOH]0/[DBU]0 | Time (s) | [DBU] (mM) | linear | KRLS | X batch | Xflow | M n,batch (kDa) | M n,flow (kDa) | Đ batch | Đ flow. 1 | 100:1:1.5 | 120 | 15 | 0.63 | 0.67 | 0.71 | 0.70 | 9.8 | 9.7 | 1.11 | 1.13. 2 | 100:1:1.5 | 180 | 15 | 0.73 | 0.85 | 0.82 | 0.83 | 12.6 | 12.7 | 1.12 | 1.20. 3 | 100:1:1.5 | 240 | 15 | 0.83 | 0.91 | 0.92 | 0.91 | 13.4 | 13.2 | 1.15 | 1.21. 4 | 100:1:1.5 | 300 | 15 | 0.86 | 0.93 | 0.95 | 0.94 | 13.7 | 13.6 | 1.20 | 1.24. 5 | 100:1:1.5 | 360 | 15 | 0.88 | 0.95 | 0.97 | 0.95 | 13.9 | 13.7 "
A5_autonomous,PMC12587402,INTRO,Introduction,0,U2_acquisition,U,2,acquisition function,1,0,"[CIT] By utilizing a probabilistic surrogate model that approximates the system’s behavior, the BO algorithm iteratively proposes new experiments based on a defined acquisition function, balancing exploitation and exploration of the design space."
A5_autonomous,PMC12587402,METHODS,Materials and Methods > Bayesian Optimization Algorithm,1,U2_gp,U,2,Gaussian process,0,0,"Each objective was modeled by an independent Gaussian process (GP) using a Matern 5/2 kernel, and the length scales and output variance were determined using maximum likelihood estimation."
A5_autonomous,PMC12587402,METHODS,Materials and Methods > Bayesian Optimization Algorithm,1,U2_gp,U,2,Kriging,1,0,"The batch size was set to five with a greedy strategy for suggesting multiple points (Kriging believer[CIT] ), the initialization consisted of 13 points, randomly sampled from a uniform distribution across the variable space."
A5_autonomous,PMC12587402,RESULTS_DISCUSSION,Results and Discussion > Sequential Experimental Design Using Bayesian Optimizat,1,U2_gp,U,2,Kriging,1,0,"To enable the parallel execution of n experiments, a greedy strategy (Kriging Believer[CIT] ) is applied, which involves retraining the model n – 1 times on fantasized results."
A5_autonomous,PMC12587402,FIG,Results and Discussion > Sequential Experimental Design Using Bayesian Optimizat,1,U2_gp,U,2,Kriging,0,0,"To enable parallel execution of n experiments, a greedy Kriging Believer strategy retrains the model n – 1 times on fantasized results."
A5_autonomous,PMC12587402,RESULTS_DISCUSSION,Results and Discussion > Correlation with High Protein Concentration Measurement,1,S_ood,S,1,extrapolating,0,1,"These findings underscore that extrapolating results from low to high protein concentrations should be approached with caution, as no single property can reliably serve as a proxy for the others."
A5_autonomous,PMC11422183,ABSTRACT,Abstract,1,E_prospective,EP,1,experimental validation,0,0,"Additionally, we develop a regression model and demonstrate its utility in predicting and analyzing the relationship between experimental parameters and hydrogel properties through experimental validation."
A5_autonomous,PMC11422183,METHODS,Experimental section/methods > Dataset,1,E_prospective,EP,1,fabricated and tested,0,0,"For each experimental set X, at least three replicates were fabricated and tested."
A5_autonomous,PMC11422183,METHODS,Experimental section/methods > Bayesian optimization process,1,U2_acquisition,U,2,expected improvement,0,0,"Three acquisition types, expected improvement (EI), maximum probability of improvement (MPI) and lower confidence bound (LCB) were used."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"In each iteration of the Bayesian optimization, three acquisition functions are used, including the EI, MPI and LCB."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"These acquisition functions play a crucial role in the Bayesian optimization loop, iteratively guiding the exploration of the search space to efficiently locate the global optimum of the unknown objective function."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,exploration and exploitation,0,0,"Different sampling strategies strike a balance between exploration and exploitation, facilitating the efficient search for the global optimum."
A5_autonomous,PMC11422183,RESULTS_DISCUSSION,Results and discussion > Optimizing experimental parameters based on the Bayesia,1,U2_acquisition,U,2,acquisition functions,0,0,"After the dataset is imported to the algorithm, the three acquisition functions respectively derive the possible position X of the component with the best properties in the parameter space based on the existing data set."
A5_autonomous,PMC11422183,CONCLUSION,Conclusion,0,E_prospective,EP,1,experimental verification,0,0,"Further experimental verification shows that the predicted properties change trend by the model aligns with the properties change trend obtained experimentally, reflecting the practicality of the machine learning model."
A5_autonomous,PMC12157168,INTRO,Introduction,0,U2_gp,U,2,Gaussian process,0,0,"Among them, the Bayesian optimization (BO) algorithm is an iterative process in which unknown system responses are modelled using Gaussian process (GP) models."
A5_autonomous,PMC12157168,INTRO,Introduction,0,U2_acquisition,U,2,acquisition function,1,0,The GP models are then used to compute an acquisition function that assesses experimental design with regard to the set objectives [[CIT] ].
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U3_calibration,U,3,well-calibrated,0,0,"More specifically, it models the data already acquired in previous steps of the optimization process and provides well-calibrated uncertainties for every prediction, which is crucial for the exploration strategy (choosing which areas to explore to improve model performance)."
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,0,0,The second major design decision for BO is the choice of an acquisition function.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,1,1,"The ideal acquisition function should balance exploration against exploitation; that is, suggesting experiments that would improve the model accuracy versus experiments with high probability of finding an optimum based on the GP model’s optimal result predictions [[CIT] ]."
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition functions,0,0,There exist different acquisition functions.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_probabilistic,U,2,posterior variance,0,0,where κ 0 is an exploration-exploitation tradeoff parameter where lower κ is accompanied by BO favoring exploitation with function value near mean μ(x′) and higher κ favors exploration where uncertainty (or the posterior variance) is higher.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,exploration-exploitation,0,0,where κ 0 is an exploration-exploitation tradeoff parameter where lower κ is accompanied by BO favoring exploitation with function value near mean μ(x′) and higher κ favors exploration where uncertainty (or the posterior variance) is higher.
A5_autonomous,PMC12157168,METHODS,Materials and methods > Bayesian optimization algorithm,1,U2_acquisition,U,2,acquisition function,0,0,"As such, the acquisition function suggests optimal settings for the next experiment."
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 1: Model training from existing historical data to get the first-generation model | 107 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.14 ± 0.02R2 = 0.87.
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 2: Increase data set to improve predictions’ accuracy | 128 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.15 ± 0.04R2 = 0.9.
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 4: Reiteration of suggested experiments to improve prediction accuracy | 156 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.13 ± 0.02R2 = 0.91.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,The model cross-validation shows R2 = 0.87 and RMSE = 0.14 ± 0.02.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U2_acquisition,U,2,exploration and exploitation,0,0,"In step 2, 10 experiments suggested by the Bayesian optimizer using a balanced optimization strategy (mixing the exploration and exploitation strategies) were conducted and generated 21 data points."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,"Out of 19 features (or excipients), 9 were impactful, and the model of the 9 FOI was generated, further improving R2 value from 0.90 to 0.91, and narrowing RMSE from 0.15 ± 0.04 to 0.15 ± 0.02."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U2_acquisition,U,2,exploration-exploitation,0,0,"In step 4, ChemAssistant® suggested 5 experiments using a balanced exploration-exploitation strategy by BO algorithm and 10 additional data points were generated."
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Step 4 model showed an improvement in RMSE from 0.15 ± 0.02 to 0.13 ± 0.02.
A5_autonomous,PMC12157168,RESULTS,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,"The final model generated from 202 datapoints, showed an improved model performance with an increase of R2 value from 0.91 to 0.93 and a decrease of RMSE from 0.13 ± 0.02 to 0.12 ± 0.01."
A5_autonomous,PMC12157168,TABLE,Results > Model optimization virus A formulation case study 1 > ML model generat,1,U1_spread,U,1,±,0,0,Full Model | 156 | Extra trees | N_estimators = 30Max_depth = 20 | RMSE = 0.13 ± 0.02R2 = 0.91.
A5_autonomous,PMC12157168,RESULTS,Results > Model predicting Tg’ of a complex virus B formulation in case study 2,1,U1_spread,U,1,±,0,0,"The best selected model for this case was an XGBoost model, which demonstrated good cross-validation metrics: RMSE = 1.17 ± 0.17, R² = 0.75."
A5_autonomous,PMC12157168,DISCUSSION,Discussion > Model generation and optimization for case 1,0,U1_spread,U,1,±,0,0,"These models achieved R2 values ranging from 0.87 to 0.93, and RMSE values from 0.14 ± 0.02 to 0.12 ± 0.01."
A5_autonomous,PMC12590431,ABSTRACT,Abstract,1,U2_gp,U,2,Gaussian process,0,0,"To address this gap, an integrated approach combining active learning (AL) based Gaussian process regression (GPR) with finite element (FE) modelling was developed to systematically explore the compaction parameter space and identify optimal process conditions."
A5_autonomous,PMC12590431,ABSTRACT,Abstract,1,U2_gp,U,2,Gaussian process,0,0,"This study demonstrated the potential of hybrid data-driven and first-principles modelling approaches as a robust strategy for optimising probiotic tabletting processes and accelerating pharmaceutical development.Keywords: Active learning, Finite element method, Gaussian process regression, Probiotic, Tabletting"
A5_autonomous,PMC12590431,INTRO,Introduction,0,U2_uq,U,2,prediction uncertainty,0,0,"This integrated approach iteratively improves the model performance by identifying new data points with the highest prediction uncertainty for further FE simulation, thereby efficiently refining the model's predictive capability regarding probiotic survival rate."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling,1,U2_gp,U,2,Gaussian process,0,0,This section provides a detailed description of the AL-based Gaussian process regression (GPR) approach.
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_uq,U,2,uncertainty of model,1,0,"One of the most commonly used criteria for selecting data points is the reduction of maximum uncertainty of model predictions ([CIT] ), which is usually measured using the standard deviation."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_acquisition,U,2,acquisition function,1,0,"At each iteration of AL, the trained surrogate model was used to predict the standard deviation of probiotic survival rates, enabling the selection of a new data point with the highest uncertainty using a maximum standard deviation acquisition function ([CIT] )."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Overview of active learni,1,U2_probabilistic,U,2,posterior distribution,0,0,"The new data point was computed using the FE model and subsequently added to the training dataset to retrain the surrogate model, aiming to refine its posterior distribution."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,0,0,The GPR model was specifically chosen in this study due to its ability to handle small datasets and capture complex nonlinear relationships.
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_uq,U,2,uncertainty quantification,0,0,"Additionally, it provides uncertainty quantification, which can seamlessly integrate with AL."
A5_autonomous,PMC12590431,METHODS,Hybrid machine learning and finite element modelling > Surrogate model implement,1,U2_gp,U,2,GPR,1,0,A GPR model can be specified by a mean function and a kernel function ([CIT] ):
